Annual_Rainfall,Monsoon_Intensity,Cloud_Coverage,Humidity,Temperature,River_Discharge,Soil_Moisture,Drainage_Coefficient,Elevation,Deforestation_Rate,Summer_Rainfall,Winter_Rainfall,Pre_Monsoon_Rainfall,Post_Monsoon_Rainfall,Flood
2967.27,2.24,56.34,54.03,43.07,3620.21,56.59,0.864,108.34,33.24,1513.0,528.53,362.92,562.82,1
3072.69,5.05,25.36,80.44,32.58,3787.83,30.05,0.592,378.31,35.54,949.12,551.09,407.72,1164.75,1
3249.91,2.61,69.66,68.41,23.94,1143.94,29.51,0.929,270.3,46.77,1648.32,275.92,267.43,1058.24,0
1792.96,0.09,86.73,75.09,19.47,2529.93,36.11,0.925,163.84,47.12,783.8,115.15,176.51,717.49,0
1456.6,6.48,33.21,42.59,39.89,1783.5,62.27,0.928,102.79,27.58,738.06,285.99,110.81,321.73,0
2246.6,5.11,54.24,58.51,40.1,3870.94,23.08,0.17,140.24,24.77,995.52,255.85,157.6,837.62,1
1613.52,4.46,97.8,23.55,39.44,3131.29,92.03,0.209,214.64,16.77,957.14,81.21,80.77,494.39,1
2303.22,9.67,39.99,85.4,34.35,2406.12,57.49,0.989,88.58,35.78,922.22,287.56,337.11,756.33,1
2616.76,5.71,63.55,99.19,25.98,3907.85,92.0,0.539,482.11,26.91,1556.37,373.92,246.22,440.24,1
2565.22,8.63,18.12,52.55,24.12,1214.02,4.64,0.314,53.79,46.64,819.57,426.89,131.61,1187.15,1
1623.66,1.39,64.54,20.88,15.26,3780.43,34.26,0.793,492.79,11.93,820.16,310.84,82.63,410.03,0
1000.58,5.69,18.07,33.58,40.01,4333.6,2.28,0.338,420.95,15.51,436.52,187.38,78.88,297.8,0
1791.59,8.68,96.33,72.2,17.62,4399.18,27.23,0.754,211.58,15.8,979.36,342.23,92.08,377.93,1
927.78,5.83,74.41,68.97,33.92,3929.18,86.2,0.854,369.91,40.3,498.11,50.86,81.14,297.67,1
3170.29,7.18,80.93,83.03,30.12,2069.67,3.66,0.806,335.76,4.95,1712.16,496.99,178.47,782.67,1
1537.63,3.72,73.37,40.31,30.8,4909.95,43.61,0.347,106.64,22.78,504.99,128.97,82.92,820.75,0
963.38,0.92,63.08,81.09,42.8,1928.99,11.76,0.461,169.54,21.38,526.69,75.27,112.66,248.76,0
576.34,4.58,50.49,75.04,15.95,3211.2,41.68,0.472,256.56,3.66,209.91,98.01,81.08,187.34,0
2437.47,3.94,87.25,45.83,38.2,847.32,83.89,0.542,318.92,20.54,750.02,274.38,221.66,1191.4,0
2410.71,8.67,96.12,63.64,16.56,4903.22,62.31,0.251,271.45,25.67,880.68,451.98,322.26,755.78,1
1521.81,2.44,54.91,31.78,16.14,3534.73,73.68,0.507,236.49,3.26,675.36,85.78,80.54,680.13,0
715.14,9.67,93.84,56.21,27.89,3779.22,34.91,0.56,221.58,25.49,373.75,121.81,91.37,128.2,1
1728.89,9.58,62.5,90.5,16.89,375.59,94.44,0.579,249.13,47.96,632.06,121.93,97.3,877.59,1
1433.65,2.48,58.45,53.7,38.67,3828.92,70.93,0.838,217.18,48.95,478.7,109.66,191.89,653.41,0
2531.36,3.48,50.9,87.17,30.89,3884.88,42.18,0.566,270.67,26.58,1249.96,307.82,349.93,623.65,1
2317.34,8.96,28.84,67.22,15.87,3375.27,42.65,0.308,443.99,25.75,1379.21,253.37,298.0,386.75,1
1593.78,9.67,10.33,35.35,16.22,1494.95,91.87,0.697,316.41,14.28,765.43,195.92,210.5,421.93,1
1153.68,4.43,31.74,66.49,33.38,2473.97,57.64,0.818,361.31,49.86,585.28,220.36,122.46,225.58,0
3464.11,3.21,55.88,60.48,39.18,596.65,70.64,0.387,298.74,13.71,1622.42,514.8,264.96,1061.93,1
1862.0,5.26,44.2,51.89,28.13,2384.36,41.7,0.681,321.51,22.65,995.62,174.18,212.87,479.33,1
2564.82,6.88,50.36,29.57,31.64,1256.93,22.37,0.232,289.17,0.15,1520.28,194.76,240.98,608.81,1
921.66,2.73,98.26,53.34,38.99,1778.03,72.36,0.408,13.43,17.46,426.95,104.15,46.57,343.98,0
1956.77,7.36,41.52,25.82,33.32,854.87,60.78,0.918,499.8,3.57,831.7,230.4,191.14,703.53,0
582.61,0.52,50.7,27.9,21.74,1188.77,50.13,0.92,16.8,37.19,325.16,81.68,67.07,108.71,0
2016.37,0.49,22.02,53.27,33.39,429.01,62.4,0.618,197.57,28.05,1191.51,181.27,103.62,539.97,0
3392.05,3.86,14.32,44.43,33.85,4603.51,20.83,0.732,52.56,28.61,1149.07,560.12,380.37,1302.49,1
1652.62,3.53,79.79,94.04,37.02,2675.53,79.39,0.869,48.46,14.33,782.44,107.04,190.47,572.68,0
616.99,3.16,61.36,50.06,33.63,2013.87,94.82,0.963,396.76,40.74,331.78,82.72,40.6,161.89,0
592.87,4.91,78.46,80.63,44.08,2698.39,89.11,0.541,212.96,0.16,272.72,85.09,55.2,179.85,0
1663.96,3.21,23.49,62.42,20.92,3160.05,32.14,0.605,400.57,16.68,703.45,134.82,243.66,582.02,0
980.07,1.92,61.46,76.33,43.53,4613.3,40.6,0.474,136.39,32.97,486.67,170.44,135.66,187.3,0
570.06,3.09,32.83,40.81,31.15,934.53,80.84,0.165,128.23,45.4,217.21,81.13,51.92,219.79,0
2768.64,9.75,30.53,95.35,35.16,1512.98,59.51,0.481,125.62,11.73,1120.58,406.6,235.29,1006.17,1
1875.57,4.11,11.04,62.41,17.98,4880.16,54.79,0.812,308.07,27.06,1121.0,233.81,117.05,403.71,1
1367.73,4.45,21.73,86.51,26.42,1887.41,92.66,0.824,407.5,26.9,671.47,255.0,73.2,368.06,1
3200.25,5.77,37.83,49.2,38.08,161.68,53.6,0.903,226.13,43.71,1798.15,493.12,255.21,653.77,1
848.42,9.83,20.52,28.02,36.21,780.84,51.49,0.146,189.62,2.53,460.12,91.01,122.2,175.08,0
3367.76,2.42,98.73,73.9,16.2,180.38,4.2,0.574,486.79,21.22,1669.34,288.92,491.23,918.27,0
1441.9,6.81,37.78,20.62,31.4,4950.12,6.94,0.197,58.38,9.12,796.24,87.46,189.25,368.94,1
3165.21,7.16,21.73,58.02,17.65,1430.41,0.74,0.281,243.32,1.08,1222.24,236.77,269.3,1436.9,1
2308.83,6.07,27.92,35.42,44.88,4621.54,91.32,0.91,204.24,7.35,1133.95,459.23,148.6,567.05,1
2980.12,0.89,62.89,70.19,41.92,4979.64,40.84,0.547,49.06,48.82,1422.06,330.84,326.48,900.74,1
3452.04,6.77,15.76,98.35,15.63,3019.21,46.86,0.783,134.1,10.74,1680.2,637.95,395.78,738.12,1
1365.22,0.64,87.62,57.15,40.76,214.32,84.54,0.158,14.22,46.75,478.63,103.19,126.22,657.17,0
3383.41,5.96,96.53,85.4,42.58,453.88,60.92,0.475,438.48,10.26,1296.43,385.05,403.18,1298.75,1
1668.45,7.4,32.21,60.62,25.61,2433.87,60.95,0.707,303.92,46.56,644.02,323.81,208.0,492.62,1
1656.54,2.11,50.51,59.67,36.59,2060.55,29.65,0.22,407.51,32.73,796.1,105.47,212.54,542.42,0
1521.16,8.42,11.99,94.43,28.26,3050.58,83.39,0.393,260.78,5.66,900.17,211.59,152.47,256.94,1
2124.22,0.3,67.66,91.2,34.66,2222.3,16.58,0.158,299.75,29.1,1245.26,399.09,274.37,205.5,0
962.44,8.44,47.25,82.86,25.21,4673.68,5.31,0.686,350.43,15.93,354.33,185.22,50.57,372.31,1
2161.13,4.6,34.31,43.7,24.68,2696.96,19.16,0.974,454.01,19.16,845.98,382.31,255.1,677.74,0
2125.11,2.18,28.62,63.6,27.73,3483.94,26.77,0.844,45.88,22.01,660.53,379.1,156.33,929.16,0
2785.71,1.34,68.86,37.91,19.37,4487.6,28.23,0.977,165.47,21.14,1169.01,411.8,214.64,990.25,1
3000.95,9.53,47.46,55.51,39.93,777.02,67.05,0.861,354.51,33.21,1651.73,249.27,177.45,922.5,1
1821.32,0.73,26.17,58.74,25.46,1187.19,21.78,0.87,479.18,38.42,1046.76,290.69,126.11,357.77,0
1407.0,1.99,72.02,86.53,27.0,581.23,67.67,0.619,490.4,16.46,521.93,276.84,209.93,398.31,0
1278.0,3.48,60.86,91.68,41.82,741.21,9.11,0.566,319.05,46.22,485.31,164.72,116.99,510.99,0
1083.87,6.2,87.28,53.17,29.9,2587.29,14.72,0.466,96.8,46.92,396.97,96.58,154.75,435.57,0
672.94,5.45,20.57,21.42,31.33,1639.84,50.88,0.836,59.6,2.03,272.56,91.53,44.61,264.24,0
1527.34,1.26,80.71,88.94,43.69,2144.71,92.19,0.264,473.02,0.75,826.95,234.59,107.53,358.28,0
1310.74,2.9,70.62,33.94,41.6,4913.32,85.96,0.151,216.96,21.25,647.58,106.49,138.65,418.02,1
3399.25,2.39,20.35,69.75,20.08,825.69,96.88,0.953,97.41,29.53,1821.26,536.67,288.78,752.55,1
2173.13,2.14,72.53,22.0,29.2,2727.02,65.05,0.103,466.95,13.9,1032.04,300.14,248.59,592.36,0
1541.83,4.11,49.74,51.96,44.14,539.41,67.58,0.979,52.26,12.97,581.76,218.71,142.16,599.19,0
2241.4,7.04,95.05,98.88,26.17,1626.56,62.5,0.756,364.79,33.92,825.73,214.95,293.98,906.75,1
917.59,2.17,22.75,28.06,26.15,2661.25,62.28,0.396,312.63,30.09,277.75,67.25,85.48,487.11,0
1832.13,3.67,67.86,53.9,20.85,4735.83,14.71,0.728,43.87,8.36,978.9,262.94,196.47,393.82,1
2378.7,3.91,44.38,44.57,18.43,1986.58,54.37,0.836,169.37,44.23,1318.13,328.11,195.31,537.16,0
1966.69,9.76,96.11,92.41,37.21,371.29,38.61,0.321,74.97,34.0,1043.3,198.05,236.8,488.54,1
1705.34,9.55,39.7,89.55,38.1,1971.4,44.25,0.794,302.25,18.13,549.67,160.96,196.92,797.79,1
3481.55,8.0,96.6,39.02,44.07,771.42,52.36,0.824,238.56,34.18,1840.58,355.42,312.29,973.25,1
3140.94,2.42,91.13,26.5,38.2,1188.45,12.84,0.324,2.14,5.63,985.41,387.85,243.75,1523.94,0
2370.22,0.68,34.33,70.17,22.3,3109.55,35.95,0.138,487.86,23.41,786.15,465.09,264.07,854.91,0
2208.13,3.17,82.32,46.91,16.2,383.75,6.34,0.284,174.79,8.45,954.23,363.31,318.67,571.92,0
2361.98,2.67,99.6,73.77,44.56,2350.38,97.97,0.281,129.1,2.07,1045.99,419.87,149.43,746.69,1
1103.94,5.06,32.74,22.57,25.21,3066.83,11.85,0.159,111.22,16.92,601.46,138.93,143.41,220.13,0
1685.41,7.78,49.31,30.67,24.36,2138.2,25.85,0.753,79.41,7.54,849.21,217.28,175.79,443.14,0
618.38,8.58,56.82,74.91,42.18,144.68,89.13,0.442,499.57,31.68,213.96,49.87,63.42,291.13,0
1926.64,8.45,36.54,36.99,32.55,4928.32,48.27,0.896,147.55,33.7,708.7,304.71,281.61,631.61,1
2129.07,3.6,11.37,88.61,21.45,1867.22,13.56,0.327,202.76,7.43,821.19,241.09,235.45,831.34,0
1183.25,6.87,29.81,24.69,41.67,3903.96,38.42,0.508,435.68,1.23,398.88,190.94,157.43,436.0,1
3392.09,3.13,35.37,37.24,44.8,1661.95,11.59,0.675,320.94,39.64,1310.34,377.74,344.12,1359.89,1
3228.36,0.61,49.92,99.88,17.6,2401.33,20.02,0.89,184.35,0.1,1674.16,213.97,242.08,1098.15,1
2666.43,7.02,25.4,54.65,40.87,1972.9,5.2,0.572,449.16,17.2,993.03,202.54,318.5,1152.36,1
2100.16,0.1,88.59,76.24,26.72,1745.57,43.82,0.436,374.86,24.73,1156.36,360.67,298.89,284.23,0
3109.91,4.09,73.44,34.61,30.72,158.16,80.66,0.88,113.95,40.93,1371.02,276.14,417.11,1045.64,1
891.96,3.29,17.67,68.79,42.44,1832.1,58.6,0.379,321.87,41.93,354.0,79.97,62.29,395.7,0
2871.53,6.93,68.51,78.09,44.2,4452.98,60.63,0.171,461.2,36.25,1216.74,543.88,234.57,876.33,1
874.46,7.66,68.83,45.16,22.86,3467.45,20.06,0.501,248.23,12.36,448.47,129.98,88.92,207.09,1
2882.63,3.04,96.06,86.31,21.39,769.84,34.39,0.807,366.81,36.01,1311.71,193.56,308.9,1068.46,1
1327.3,8.12,10.27,68.27,17.42,2976.22,84.52,0.128,485.55,12.33,401.09,94.95,92.09,739.17,1
3131.27,2.94,32.31,51.13,31.85,4466.54,8.79,0.627,345.21,10.73,1805.8,284.49,228.59,812.4,1
3332.13,4.46,93.5,64.61,15.41,3515.17,85.79,0.635,51.22,27.36,1065.61,463.5,419.46,1383.56,1
946.39,7.27,93.89,66.14,27.36,785.99,48.37,0.936,122.28,33.94,550.41,154.19,116.44,125.36,0
1888.03,6.93,74.85,33.24,17.2,4345.77,83.71,0.358,297.55,2.65,582.35,172.14,252.85,880.69,1
3442.96,9.87,78.92,52.22,27.16,1542.64,31.8,0.351,137.78,3.0,1829.22,621.79,493.35,498.6,1
1950.22,2.25,18.23,47.47,16.2,2297.68,33.88,0.496,478.77,39.21,897.89,129.45,157.63,765.26,0
3090.64,6.62,56.25,52.07,40.06,2654.41,75.16,0.421,202.68,42.97,1396.1,250.77,420.2,1023.57,1
2266.19,6.1,30.84,80.89,21.29,4260.01,78.5,0.763,228.62,30.22,729.34,443.2,264.24,829.42,1
1625.99,9.15,26.31,58.6,24.85,4661.46,22.96,0.678,350.8,21.44,604.26,114.16,237.03,670.54,1
1357.35,1.56,82.93,95.23,41.1,4651.78,97.29,0.783,262.12,42.27,723.83,248.69,104.8,280.04,1
1109.67,7.52,22.15,43.49,37.39,89.37,8.45,0.838,191.07,36.44,629.6,172.65,85.41,222.01,0
2785.39,5.68,52.18,53.26,21.57,4613.35,6.85,0.931,38.32,28.98,1277.76,169.81,335.44,1002.39,1
1659.62,2.75,94.47,82.96,17.16,319.22,59.55,0.488,298.22,15.99,673.81,203.4,237.06,545.35,0
2033.83,4.74,26.72,63.68,36.47,1365.58,72.27,0.986,433.79,9.9,646.72,260.02,269.39,857.69,0
1976.98,3.34,98.02,63.76,26.72,2599.19,96.09,0.294,342.88,20.93,997.69,375.27,242.58,361.43,1
2231.84,5.79,99.49,24.27,37.98,2425.63,40.49,0.743,190.75,14.34,855.99,252.57,198.03,925.25,1
3096.73,8.89,60.01,51.89,28.36,3043.31,2.53,0.581,63.86,16.96,980.13,362.36,377.11,1377.13,1
3442.22,5.69,25.31,41.66,25.38,2423.26,60.29,0.835,408.17,25.78,1720.27,230.19,447.87,1043.9,1
1722.75,6.32,38.45,99.95,28.54,4675.16,28.97,0.529,470.87,8.45,767.86,251.31,215.91,487.68,1
2982.56,5.19,48.2,44.67,37.46,1240.72,43.29,0.806,194.14,40.31,905.47,243.48,350.99,1482.62,1
2793.58,0.51,37.84,90.76,42.07,1406.42,48.85,0.937,364.32,7.28,931.04,172.17,152.85,1537.53,0
2220.59,2.33,35.26,74.1,16.49,4607.65,6.45,0.759,205.38,24.05,1131.97,443.09,257.52,388.0,1
3368.14,4.92,97.5,47.27,30.72,429.86,48.6,0.798,251.13,37.3,1074.78,304.63,329.5,1659.23,1
1101.42,3.1,23.8,63.48,15.99,3067.33,42.63,0.16,418.24,24.25,616.56,78.38,160.98,245.5,0
827.79,1.82,76.0,87.24,29.05,3424.59,71.25,0.284,41.71,18.05,325.65,128.24,91.65,282.24,0
3061.89,5.04,10.04,90.67,41.56,2552.43,64.57,0.977,265.17,23.74,1000.01,530.48,339.33,1192.07,1
1817.45,3.23,63.66,32.83,25.85,3486.45,18.52,0.724,107.31,42.43,959.48,108.34,271.54,478.09,1
3040.91,2.58,92.43,47.17,42.97,905.14,20.61,0.605,169.9,49.52,1390.69,200.12,180.5,1269.59,0
3179.27,4.64,35.91,46.82,33.92,4270.53,25.1,0.43,322.21,31.56,1246.25,201.97,246.81,1484.24,1
687.37,1.33,26.7,23.36,43.02,743.13,17.9,0.14,13.61,39.67,289.95,39.21,79.47,278.74,0
3150.39,9.28,68.65,67.86,37.71,2034.02,65.72,0.432,296.91,0.72,965.36,469.15,256.83,1459.06,1
1844.96,8.68,74.13,88.39,18.1,422.53,99.44,0.549,141.72,44.02,920.28,255.06,156.11,513.5,1
2031.3,7.08,71.92,50.53,21.93,2748.79,65.21,0.29,334.74,47.7,832.29,303.52,282.89,612.6,1
2379.78,1.06,38.74,79.2,26.83,3365.24,60.67,0.256,70.79,28.76,1223.71,299.5,256.86,599.71,0
3279.15,7.76,32.7,70.22,20.1,4709.05,40.99,0.558,367.91,37.69,1601.7,566.07,197.69,913.69,1
557.35,8.08,96.03,50.05,29.85,3709.71,31.26,0.627,322.82,25.64,276.1,73.57,45.19,162.49,0
1930.53,7.68,93.1,31.28,29.14,2728.46,91.11,0.316,485.62,14.31,1038.37,362.58,111.21,418.37,1
2563.17,1.14,51.16,76.75,43.69,4666.45,96.9,0.629,455.62,42.61,1254.28,314.88,270.7,723.31,1
2668.12,6.44,86.16,88.37,28.01,2418.26,49.68,0.91,141.65,29.84,1135.6,449.84,179.64,903.04,1
2577.6,8.34,50.71,74.87,38.57,2827.97,29.02,0.526,13.66,28.97,1074.8,286.38,349.81,866.6,1
903.31,5.77,48.2,21.43,43.26,3000.69,77.01,0.872,327.68,32.96,303.4,104.14,97.31,398.46,0
1398.19,6.46,24.11,37.3,41.31,2079.4,13.25,0.935,301.44,42.8,746.4,247.97,78.21,325.61,0
1576.15,4.58,48.38,25.56,21.26,4200.49,76.56,0.183,13.71,36.6,832.73,104.26,126.23,512.93,1
2913.31,5.29,58.37,65.63,29.88,966.62,81.89,0.186,61.34,10.56,1089.26,392.53,325.22,1106.3,1
1336.28,0.34,12.03,80.52,25.43,2796.47,12.49,0.528,292.35,23.34,746.72,212.4,111.65,265.51,0
1132.11,6.39,49.97,28.85,27.0,3625.05,97.69,0.629,455.91,49.01,539.68,184.04,114.7,293.69,1
3372.34,0.81,80.32,87.07,25.82,4524.68,98.55,0.483,453.25,27.73,1495.99,467.83,475.29,933.24,1
526.59,4.35,71.2,64.44,39.79,4425.4,93.67,0.394,75.74,46.91,160.74,61.72,44.76,259.37,1
3493.46,2.93,67.16,75.2,28.56,2568.26,49.6,0.677,192.29,40.67,1449.17,311.33,292.01,1440.96,1
2530.46,5.45,91.86,97.71,30.71,3233.65,24.61,0.102,21.6,33.3,1245.5,471.71,333.96,479.29,1
2985.41,1.33,11.62,26.69,44.47,2001.48,58.2,0.971,234.64,17.47,976.0,314.87,244.43,1450.11,1
1383.86,6.92,60.13,92.1,16.8,2367.48,41.99,0.309,376.54,15.22,605.95,235.05,79.98,462.88,1
542.95,7.95,80.86,30.09,29.64,4536.02,20.59,0.925,394.99,32.17,324.7,29.73,36.97,151.55,1
2713.61,1.63,58.72,51.44,38.22,4656.98,42.37,0.198,249.49,21.63,1397.4,230.18,393.15,692.87,1
3002.43,1.04,39.15,88.12,19.53,4482.3,66.39,0.314,47.93,39.94,1393.31,305.76,430.34,873.02,1
2721.43,1.46,22.26,92.5,33.35,734.94,7.09,0.311,190.68,38.02,1251.61,410.22,197.25,862.35,0
928.55,8.77,89.88,60.51,22.18,4257.92,33.34,0.997,466.05,15.61,290.76,90.9,97.82,449.07,1
2760.28,5.28,52.37,67.53,41.02,4744.4,1.78,0.104,114.81,35.14,1620.82,155.14,175.93,808.39,1
2806.77,4.67,89.03,76.65,24.81,1838.19,74.95,0.676,159.88,24.73,1623.58,213.54,329.7,639.94,1
2475.62,1.07,62.73,86.62,24.87,2617.3,64.07,0.883,373.41,16.16,1249.5,220.02,169.66,836.45,1
2798.35,6.5,70.68,29.72,32.95,3906.52,6.27,0.705,366.79,20.65,922.63,213.81,153.85,1508.06,1
3037.76,8.68,82.38,84.81,20.51,2832.29,96.47,0.426,456.1,44.77,1100.73,244.72,402.47,1289.84,1
2340.81,8.28,69.32,58.5,23.55,4967.74,2.26,0.962,194.06,17.98,831.39,387.04,193.21,929.17,1
765.81,6.26,45.82,56.05,27.5,2305.78,59.0,0.904,257.3,14.37,349.11,85.62,46.6,284.48,0
1962.88,0.75,56.23,53.91,25.61,3584.02,77.64,0.491,233.7,17.59,711.23,217.44,261.83,772.38,0
732.95,1.12,82.27,60.74,30.75,3973.33,78.79,0.616,463.88,10.73,372.88,142.92,92.53,124.62,1
1722.63,0.49,43.63,95.6,32.99,2495.8,3.43,0.971,384.67,27.23,798.56,201.56,203.92,518.6,0
1721.32,2.57,44.93,63.86,32.0,4292.07,90.64,0.984,415.72,7.37,525.51,325.59,242.92,627.3,1
698.03,1.36,18.61,96.25,34.63,2753.47,91.85,0.505,66.55,40.87,365.22,66.21,69.05,197.54,0
1546.46,2.6,92.31,34.42,24.23,2087.67,56.14,0.863,395.92,11.28,551.54,170.26,97.13,727.54,0
832.99,3.85,18.19,77.93,18.79,583.73,48.21,0.372,216.49,29.9,456.04,91.16,46.76,239.03,0
2924.71,9.43,68.34,84.98,37.82,1997.4,4.49,0.435,11.67,6.25,1188.93,385.8,239.37,1110.6,1
3343.06,6.1,47.19,74.33,40.52,3682.99,56.2,0.248,30.04,48.92,1342.53,460.13,196.18,1344.23,1
716.95,8.35,46.51,68.55,22.71,4610.37,40.94,0.288,338.95,22.73,217.63,62.53,74.24,362.55,1
3365.35,7.1,71.16,65.19,27.21,1295.81,77.28,0.691,186.01,41.11,2006.82,568.87,173.15,616.51,1
2067.73,1.13,16.04,88.87,29.96,1808.42,40.39,0.56,434.06,38.43,999.96,257.39,195.14,615.24,0
1398.7,7.36,63.43,85.73,31.0,812.11,68.36,0.308,367.14,35.68,596.99,71.41,94.9,635.4,0
730.59,2.75,79.48,29.78,34.78,3469.08,10.14,0.463,10.84,41.37,240.35,101.33,63.43,325.47,0
2001.87,6.39,84.54,87.89,16.25,4802.93,13.3,0.436,343.44,5.02,1020.44,339.74,235.23,406.47,1
2883.55,3.41,25.35,53.13,36.64,3222.71,13.97,0.989,96.18,33.92,1109.64,252.51,245.38,1276.01,0
2621.26,9.98,90.77,40.3,16.86,3104.53,4.55,0.868,211.29,13.29,1563.54,145.95,220.54,691.23,1
650.68,2.64,69.05,89.58,29.05,2789.78,54.13,0.449,312.37,39.29,380.75,111.32,97.0,61.61,0
718.71,2.79,89.37,54.56,39.83,487.86,79.4,0.923,436.36,47.84,374.15,141.18,87.6,115.77,0
1708.62,9.31,53.68,84.67,28.54,3661.04,61.04,0.408,228.05,45.07,1010.34,105.05,173.23,419.99,1
1385.87,0.25,58.78,41.07,19.47,3030.15,57.5,0.701,404.25,5.75,459.68,264.29,149.59,512.31,0
1197.15,6.97,92.71,20.31,44.55,3324.31,68.06,0.97,391.48,18.48,459.68,124.37,134.1,479.0,1
1343.01,7.25,90.99,59.64,41.68,4499.11,33.96,0.451,207.27,18.22,504.94,256.81,70.45,510.82,1
2910.45,8.36,50.33,28.02,38.14,3930.61,36.2,0.712,250.49,6.11,936.01,428.78,168.88,1376.77,1
3287.68,9.74,34.7,80.35,27.35,3915.53,31.43,0.366,350.24,4.91,1945.22,603.41,377.82,361.24,1
1715.31,9.76,45.39,42.09,20.52,4639.56,71.21,0.34,15.57,19.24,545.45,287.96,148.28,733.61,1
3218.33,0.65,44.9,55.49,43.24,4950.18,16.16,0.617,445.41,49.6,1792.63,174.43,178.76,1072.51,1
1464.49,8.22,35.82,26.96,30.97,2927.35,1.3,0.981,384.91,28.45,776.83,87.6,116.79,483.26,0
1929.31,6.46,34.17,42.93,40.57,588.96,59.62,0.508,124.71,31.09,796.34,248.61,121.6,762.75,0
1178.09,6.47,87.5,82.52,25.26,2322.69,94.24,0.944,490.59,23.55,360.07,81.81,166.85,569.35,1
2421.43,1.28,16.29,32.13,25.06,3948.63,60.94,0.923,89.7,33.12,730.86,288.53,170.21,1231.84,0
3436.94,6.5,70.99,71.77,44.57,187.24,78.29,0.328,457.04,47.83,1241.42,664.0,221.23,1310.29,1
2310.48,9.82,25.55,93.39,30.65,331.59,67.28,0.462,162.24,29.43,1035.47,217.68,260.2,797.13,1
1573.44,9.12,41.01,74.39,19.22,382.43,49.74,0.679,381.57,3.25,688.18,194.06,160.79,530.41,0
2443.45,4.39,15.54,84.88,21.59,3668.63,71.84,0.566,228.19,24.64,1162.08,263.01,262.9,755.47,1
868.76,0.4,34.3,28.72,29.46,2530.77,82.41,0.186,368.23,49.64,461.82,125.51,81.31,200.11,0
3165.98,3.62,79.16,40.06,16.27,1876.04,22.47,0.994,77.89,19.37,1308.2,250.36,306.2,1301.22,1
2009.25,8.26,89.65,91.56,28.88,572.8,33.61,0.777,134.75,29.69,699.44,178.81,256.94,874.07,1
1848.05,7.01,29.94,77.21,27.57,3674.59,22.37,0.494,49.93,5.33,997.97,330.46,133.05,386.57,1
2257.59,4.59,51.72,71.16,38.38,1639.05,45.22,0.656,432.57,7.06,902.6,387.63,202.4,764.96,0
2374.35,0.55,52.33,73.1,25.65,1363.35,88.51,0.179,148.15,43.73,916.65,399.79,346.14,711.77,0
715.33,4.27,88.62,53.14,44.48,3278.98,34.52,0.546,347.24,15.02,378.62,118.49,49.36,168.87,0
2547.85,4.69,78.65,23.56,20.42,2817.1,37.45,0.938,410.11,15.27,1478.37,302.98,202.24,564.26,1
1225.8,9.29,56.18,82.76,32.73,1843.93,86.04,0.907,450.71,19.36,704.21,195.31,84.77,241.51,1
2641.86,6.41,70.37,74.3,17.69,3225.36,51.54,0.404,53.15,48.32,901.49,285.53,137.51,1317.33,1
2967.6,3.12,86.26,57.82,37.02,1392.55,53.54,0.578,446.51,4.22,1338.23,193.21,228.46,1207.71,0
2911.88,5.25,10.86,91.98,44.84,3984.41,86.08,0.728,98.63,40.94,954.69,317.41,159.12,1480.65,1
2157.5,0.66,46.26,46.89,39.57,1185.13,49.05,0.406,368.45,17.08,1269.24,159.22,141.25,587.79,0
2060.51,9.73,91.65,43.55,31.67,836.25,68.16,0.158,364.42,42.47,751.2,223.83,177.76,907.73,1
928.63,3.6,76.63,89.82,29.54,3923.08,8.56,0.555,4.25,49.59,333.59,87.86,48.36,458.82,0
2826.04,4.78,58.86,83.76,40.05,3554.07,17.86,0.641,110.31,17.43,1601.42,395.29,354.09,475.24,1
1314.23,3.55,57.67,61.2,43.08,954.06,40.44,0.105,245.95,6.47,775.86,136.98,170.27,231.11,0
1990.09,6.83,41.3,30.46,44.68,625.42,49.48,0.186,210.02,7.22,1013.53,310.13,181.38,485.04,1
1352.82,6.62,56.85,37.21,26.9,4200.08,96.57,0.287,459.29,37.94,454.96,171.57,200.85,525.45,1
901.49,7.15,68.98,72.5,44.73,3894.16,97.07,0.413,179.87,7.25,401.84,169.41,106.28,223.95,1
2388.67,2.68,47.65,50.8,19.68,1669.92,85.12,0.587,468.49,13.02,1301.78,152.05,297.08,637.76,0
663.0,3.16,74.27,86.92,22.61,3308.08,31.56,0.364,229.71,10.22,312.76,101.54,45.9,202.79,0
2745.94,1.25,87.51,96.0,17.67,664.59,96.4,0.349,482.18,17.78,933.01,414.25,367.25,1031.42,1
1452.76,6.56,23.92,84.45,23.15,2559.89,68.93,0.882,368.68,3.72,510.74,279.79,209.93,452.3,1
500.4,0.4,50.64,50.2,38.04,142.71,39.29,0.231,414.67,42.84,279.85,52.91,36.85,130.8,0
2033.39,5.98,46.72,83.09,40.59,1988.43,70.17,0.546,52.44,43.01,931.51,194.83,241.25,665.79,1
640.56,8.7,71.87,48.12,38.37,420.47,1.65,0.958,293.07,20.65,327.81,48.59,79.87,184.29,0
1328.51,8.91,32.49,33.37,33.93,2401.98,14.62,0.663,71.35,30.6,547.24,119.29,106.97,555.01,1
2620.93,4.49,67.62,22.67,30.42,2137.32,82.97,0.745,148.81,32.1,1204.96,328.36,255.54,832.07,1
688.07,4.59,88.97,50.86,36.26,2249.71,64.56,0.488,311.78,37.46,408.11,120.86,41.11,117.98,0
